商品Id,商品名称,商品价格,商品Url,评价人数,好评率,中评率,差评率
66964642374,医麦德一次性医用口罩17.5*9.5cm三层防护 成人通用蓝色款防病菌 100枚2盒装,260.00,//item.jd.com/66964642374.html,137,0.92,0.08,0.0
14535003565,3M 6200防毒面具装修喷漆防毒口罩防尘化工农药防飞沫活性炭面罩夏季透气男女 6200配6002防毒面具,168.00,//item.jd.com/14535003565.html,504,0.94,0.022,0.038
67803791315,首儿儿童立体口罩 熔喷布三层防护 防尘防感染独立包装5只装 儿童小学生男女通用 专用一次性口罩 【蓝色3盒15只装】儿童立体式口罩送洗手液,112.00,//item.jd.com/67803791315.html,39,1.0,0.0,0.0
66823941389,【现货速发】一次性无菌医用口罩含熔喷布三层防飞沫防尘防雾霾防传染防病菌儿童款透气开学用品10只/袋 小童（8岁以下）12.5cmX9.5cm【10个】,49.80,//item.jd.com/66823941389.html,156,0.96,0.0,0.04
66132445043,新品上市 原森态S8a自吸过滤式空气净化呼吸器防雾霾PM2.5花粉灰粉KN95硅胶口罩男女通用可水洗 硅胶口罩+12片滤芯,89.80,//item.jd.com/66132445043.html,105,0.84,0.098,0.062
67684013096,【现货】一次性医用口罩带熔喷层挂耳式无菌口罩医用J 医用口罩40片,79.20,//item.jd.com/67684013096.html,433,0.94,0.05,0.01
66964642374,医麦德一次性医用口罩17.5*9.5cm三层防护 成人通用蓝色款防病菌 100枚2盒装,260.00,//item.jd.com/66964642374.html,137,0.92,0.08,0.0
66142332707,kn95 口罩 防雾霾 防尘 防唾沫飞溅 防PM2.5 无阀四层（20只/盒）,256.00,//item.jd.com/66142332707.html,2,1.0,0.0,0.0
65999164861,美国微氧心诺防护口罩双HEPA儿童口罩通用密封透气成人防护M3 M3成人口罩+8片芯片（可使用一个月左右）,248.00,//item.jd.com/65999164861.html,77,0.94,0.06,0.0
67896074653,朝霞 现货一次性口罩三层防飞沫成人透气防尘含熔喷层防护口鼻面罩学生 一次性口罩50只装,118.00,//item.jd.com/67896074653.html,9,1.0,0.0,0.0
31646251426,适美佳插片口罩棉布可水洗男女骑行佩戴防尘舒适透气潮款配送过滤芯 灰色格配8片滤芯,22.90,//item.jd.com/31646251426.html,402,0.97,0.008,0.022
66037755598,原森态 KN95口罩滤芯防病菌防雾霾防尘PM2.5防尾气 Q7滤芯10片（简易袋装）,100.00,//item.jd.com/66037755598.html,88,0.91,0.09,0.0
68484222067,侨明 医用外科口罩一次性使用三层防护1片装独立包装 成人学生办公家用无菌 【2大盒共100个独立包装】,339.90,//item.jd.com/68484222067.html,6,1.0,0.0,0.0
65656979821,"京东国际	
RZ Mask  M2网孔空气口罩 活性炭过滤器 可更换滤芯 黑色N99可手洗 灰色 L 可手洗",299.00,//item.jd.com/65656979821.html,47,1.0,0.0,0.0
32112559155,Auberge KN90口罩礼盒装 儿童口罩防尘防雾霾颗粒物飞沫粉尘成人男女儿童通用含2片替换滤芯 咕噜熊658S（儿童款-S码）,148.00,//item.jd.com/32112559155.html,5184,0.98,0.016,0.004
68903560995,诚辉医疗 儿童 8-15岁医用口罩小孩学生一次性口罩医护口罩少儿医用口罩  5盒 （150）,375.00,//item.jd.com/68903560995.html,6,1.0,0.0,0.0
67874582481,开丽 口罩一次性 含熔喷布 轻薄透气产妇3层一次性口罩 防飞沫防尘防柳絮防花粉 口罩20个+柔润纸40抽*2包,49.90,//item.jd.com/67874582481.html,18305,0.97,0.021,0.009
66553765708,医用口罩一次性口罩三层20只装成人款防飞沫防细菌耳戴式防护专用 医用口罩一次性20只,49.20,//item.jd.com/66553765708.html,108,1.0,0.0,0.0
66605649845,【现货当天发】医用口罩一次性口罩三层口罩 10只装 【医用口罩10片装】,39.90,//item.jd.com/66605649845.html,351,0.96,0.024,0.016
67490181970,n&u一次性口罩 三层防护口罩 成人口罩 防雾霾防尘透气防飞沫 50只/盒 药企制造 有货 一次性口罩 50只/盒,138.00,//item.jd.com/67490181970.html,24,1.0,0.0,0.0
68724140607,希雨（XIYU）口罩夏季透气薄款儿童口罩婴幼儿立体三层防护学生青少年一次性熔喷无纺布男女成人 成人（净白）立体无感款10只盒装,49.80,//item.jd.com/68724140607.html,12,1.0,0.0,0.0
66744124093,医用外科口罩防尘防雾霾一次性口罩医用J 医用外科口罩20支装,59.00,//item.jd.com/66744124093.html,193,0.97,0.0,0.03
35017498586,唐丰（TF）防毒口罩喷漆专用化工毒气农药防护面具活性炭防毒面罩 防毒口罩1套+活性炭2包（400克）,35.00,//item.jd.com/35017498586.html,102,1.0,0.0,0.0
67643954091,爱莫生（airmotion）kn95一次性口罩 防雾霾防颗粒粉尘 耳戴式 白色5只装,69.00,//item.jd.com/67643954091.html,18,1.0,0.0,0.0
67810779284,现货一次性使用医用口罩三层成人防护防尘透气防晒加厚白色男女50只装YL 口罩100只装（白色/蓝色随机发）,208.00,//item.jd.com/67810779284.html,44,0.6,0.0,0.4
11341036498,绿盾 口罩防雾霾滤片防尘防PM2.5微滤滤片适合F/L/M/S 四片装 平面 F M L S 通用滤片,15.00,//item.jd.com/11341036498.html,153,1.0,0.0,0.0
54057315337,3M口罩HF-52防尘防毒套装喷漆专用防装修甲醛化工雾霾PM2.5防尘防毒面具3200升级版 3200防毒套装,65.00,//item.jd.com/54057315337.html,274,0.95,0.01,0.04
67260403793,儿童一次性口罩男女童通用 三层 熔喷布蓝色 儿童口罩20片(4-12岁),68.00,//item.jd.com/67260403793.html,0,1.0,0.0,0.0
69071464619,帝夿季 立体口罩支架一次性成人儿童口罩神器内托垫不贴嘴鼻支撑骨架透气防尘不染口红秒变KN95罩杯式 10个装【口罩支架】,29.90,//item.jd.com/69071464619.html,50,1.0,0.0,0.0
1516436134,3M防毒套装7502配6009防毒汞毒防护面具 水银蒸汽防护面罩防汞蒸气氯气口罩 7502+6009防毒七件套(中号),275.00,//item.jd.com/1516436134.html,37,1.0,0.0,0.0
68295251776,南昌翔翊医用外科口罩一次性医护口罩三层过滤防护无菌独立装医疗无纺布口罩成人口罩防尘防飞沫 【翔翊医用外科口罩】25个（白色精装）,100.00,//item.jd.com/68295251776.html,6,1.0,0.0,0.0
11341036498,绿盾 口罩防雾霾滤片防尘防PM2.5微滤滤片适合F/L/M/S 四片装 平面 F M L S 通用滤片,15.00,//item.jd.com/11341036498.html,153,1.0,0.0,0.0
54057315337,3M口罩HF-52防尘防毒套装喷漆专用防装修甲醛化工雾霾PM2.5防尘防毒面具3200升级版 3200防毒套装,65.00,//item.jd.com/54057315337.html,274,0.95,0.01,0.04
67260403793,儿童一次性口罩男女童通用 三层 熔喷布蓝色 儿童口罩20片(4-12岁),68.00,//item.jd.com/67260403793.html,0,1.0,0.0,0.0
69071464619,帝夿季 立体口罩支架一次性成人儿童口罩神器内托垫不贴嘴鼻支撑骨架透气防尘不染口红秒变KN95罩杯式 10个装【口罩支架】,29.90,//item.jd.com/69071464619.html,50,1.0,0.0,0.0
1516436134,3M防毒套装7502配6009防毒汞毒防护面具 水银蒸汽防护面罩防汞蒸气氯气口罩 7502+6009防毒七件套(中号),275.00,//item.jd.com/1516436134.html,37,1.0,0.0,0.0
68295251776,南昌翔翊医用外科口罩一次性医护口罩三层过滤防护无菌独立装医疗无纺布口罩成人口罩防尘防飞沫 【翔翊医用外科口罩】25个（白色精装）,100.00,//item.jd.com/68295251776.html,6,1.0,0.0,0.0
66967111354,现货】恩惠医疗  一次性外科口罩 无纺布熔喷布三层防飞沫防尘防病菌 恩惠医用外科5片+南昌卫材医用口罩10只+手套1副,53.90,//item.jd.com/66967111354.html,1362,0.98,0.013,0.007
11880972272,3M 3200 3301cn四件套防毒口罩 化工喷漆专用 防毒气组合面罩 3200 3301CN四件套+配5片滤棉,98.00,//item.jd.com/11880972272.html,304,1.0,0.0,0.0
66945666898,原森态口罩Q8防雾霾pm2.5电动口罩防花粉过敏电子口罩 儿童口罩Q8蓝色+2片滤芯 儿童款Q8（含2片滤芯）+5片滤芯,318.00,//item.jd.com/66945666898.html,58,1.0,0.0,0.0
69018756904,【现货】3层熔喷一次性口罩50片/20片/100片大人款/儿童款防晒口罩 大人款20片装,19.90,//item.jd.com/69018756904.html,2,1.0,0.0,0.0
64393741663,柯博文 口罩 夏季薄款透气时尚非一次性可水洗成人男女可重复使用 成人灰色6枚装,25.90,//item.jd.com/64393741663.html,31496,0.94,0.032,0.028
66670527022,独立装 Kn95一次性防护口罩 【一支装】,19.00,//item.jd.com/66670527022.html,4,1.0,0.0,0.0
10859795441,3M 6200防尘面具陪2091 2097滤棉雾霾PM2.5电焊烟玻璃纤维石棉异味防护口罩 配2097防尘(活性炭减除有机气味) 中码6200面具,117.00,//item.jd.com/10859795441.html,29,0.95,0.0,0.05
67479128445,一次性医用口罩 儿童码10只装粉色,24.00,//item.jd.com/67479128445.html,117,1.0,0.0,0.0
66851460866,【现货速发】星佰蓓 一次性口罩 大人儿童口罩防护口罩防尘防雾霾套装组合 三层无纺布熔喷布 大人一次性防护口罩（50片）,99.00,//item.jd.com/66851460866.html,610,0.95,0.033,0.017
68018045784,唐丰防尘口罩防尘透气可清洗kn95活性炭防灰粉尘硅胶 1206硅胶口罩+40片kn95滤棉,95.00,//item.jd.com/68018045784.html,160,0.95,0.05,0.0
67717464238,事丰一次性外科口罩袋防病菌不带呼吸阀三层无纺布防护口罩不是独立包装+口罩有货 【20个】医用外科口罩系带式（10个/袋）,76.00,//item.jd.com/67717464238.html,54,1.0,0.0,0.0
12258456299,成楷科技 防毒面具口罩  防尘面罩 活性炭 工业粉尘 黑色防尘面具+大视野护目镜,95.00,//item.jd.com/12258456299.html,63,0.97,0.0,0.03
66500547556,℘‼️一次性口罩民用三层防飞沫成人防尘透气防雾霾防护口罩 防护口罩10个,12.00,//item.jd.com/66500547556.html,102,0.95,0.0,0.05
66787567530,【四层加厚】N95级医用防护口罩一次性医用口罩熔喷布防飞沫kn95口罩耳带式儿童成人学生独立包装现货 【防护套装】5只口罩+1瓶免洗抗菌洁手液,106.00,//item.jd.com/66787567530.html,853,0.95,0.027,0.023
65521105947,凡尘电动口罩 多层过滤智能电子防尘面罩 男女口罩 可换滤芯含2片滤芯 透明灰【5层滤芯】 电动口罩不憋气 共2片滤芯,299.00,//item.jd.com/65521105947.html,215,0.87,0.068,0.062
67749658129,爱贝迪拉（AIBEDILA）儿童口罩一次性防护罩宝宝幼儿小孩学生口耳罩三层防尘透气防飞沫带熔喷层 动物乐园（10片装/5包）,89.90,//item.jd.com/67749658129.html,472,0.96,0.01,0.03
67761161529,医用外科口罩一次性医用口罩成人无菌口罩挂耳式三层防护细菌防飞沫传播防尘隔离病菌 20Pieces【国际版】,69.00,//item.jd.com/67761161529.html,33,1.0,0.0,0.0
66410180005,现货植护口罩一次性民用防护防尘透气男女普通平板简易包装 平板式口罩大号*5只,9.90,//item.jd.com/66410180005.html,330,0.95,0.05,0.0
10745169705,量子盾（Quantum Shield） 量子盾智能口罩除甲醛防雾霾检测仪负离子净化器 基础版幻影黑,399.00,//item.jd.com/10745169705.html,403,0.98,0.013,0.007
68727336718,SJ【现货包邮】康力医用外科口罩 医用一次性口罩 三层防护含熔喷层无纺布透气 30个医用外科口罩 成人 无菌级 欧盟CE认证,59.90,//item.jd.com/68727336718.html,0,1.0,0.0,0.0
68701824762,致净 一次性口罩防护夏天薄款透气白色一层二层口罩一次性黑学生薄款单层非独立包装面罩 二层蓝色【50只】非独立,88.00,//item.jd.com/68701824762.html,26,1.0,0.0,0.0
68899088921,现货）一次性医用口罩有货速发50个/盒 成人三层防护口罩独立包装盒防病毒病菌防飞沫灰尘非黑色外科口罩 一次性成人医用口罩蓝色：50个,125.00,//item.jd.com/68899088921.html,72,1.0,0.0,0.0
68368149643,萨克斯顿（SAXTON）韩式柳叶款KF94儿童口罩小孩成人款防飞沫防雾霾非一次性kf94口罩 3~10岁KF94儿童款【5只非独立包装】,109.00,//item.jd.com/68368149643.html,13,1.0,0.0,0.0
66393304853,原森态口罩Q5PRO/Q8/Q5S/Q7/Q8S原装配件硅胶带硅胶圏 Q5PRO白色面盖,15.00,//item.jd.com/66393304853.html,476,0.97,0.03,0.0
10745169705,量子盾（Quantum Shield） 量子盾智能口罩除甲醛防雾霾检测仪负离子净化器 基础版幻影黑,399.00,//item.jd.com/10745169705.html,403,0.98,0.013,0.007
68727336718,SJ【现货包邮】康力医用外科口罩 医用一次性口罩 三层防护含熔喷层无纺布透气 30个医用外科口罩 成人 无菌级 欧盟CE认证,59.90,//item.jd.com/68727336718.html,0,1.0,0.0,0.0
68701824762,致净 一次性口罩防护夏天薄款透气白色一层二层口罩一次性黑学生薄款单层非独立包装面罩 二层蓝色【50只】非独立,88.00,//item.jd.com/68701824762.html,26,1.0,0.0,0.0
68899088921,现货）一次性医用口罩有货速发50个/盒 成人三层防护口罩独立包装盒防病毒病菌防飞沫灰尘非黑色外科口罩 一次性成人医用口罩蓝色：50个,125.00,//item.jd.com/68899088921.html,72,1.0,0.0,0.0
68368149643,萨克斯顿（SAXTON）韩式柳叶款KF94儿童口罩小孩成人款防飞沫防雾霾非一次性kf94口罩 3~10岁KF94儿童款【5只非独立包装】,109.00,//item.jd.com/68368149643.html,13,1.0,0.0,0.0
66393304853,原森态口罩Q5PRO/Q8/Q5S/Q7/Q8S原装配件硅胶带硅胶圏 Q5PRO白色面盖,15.00,//item.jd.com/66393304853.html,476,0.97,0.03,0.0
68165264619,豫北 医用外科口罩20只装三层防护一次性口罩成人男女挂耳式防细菌无菌防飞沫传播防隔离防护用 10包/200片,572.00,//item.jd.com/68165264619.html,0,1.0,0.0,0.0
36917267312,迈盾电动送风防甲醛口罩防雾霾尘口罩除尾气新风专业运动儿童孕妇防鼻炎花粉智能面罩细呼吸器口罩防护罩 儿童款-粉色（标配3片滤芯）,348.00,//item.jd.com/36917267312.html,629,0.96,0.006,0.034
68252744054,一次性医用外科口罩成人挂耳式无菌防细菌防飞沫传播防御隔离病菌隔离病菌 医用外科50只,148.00,//item.jd.com/68252744054.html,13,1.0,0.0,0.0
67201425362,3M6200防毒面具喷漆专用化工气体工业防尘口罩防飞沫防护面罩呼吸头罩 6200+6002防尘毒七件套,160.00,//item.jd.com/67201425362.html,6,1.0,0.0,0.0
66835362304,凯迪新世家族医用外科口罩一次性三层防尘防飞沫100只透气轻薄 10片,26.90,//item.jd.com/66835362304.html,84,1.0,0.0,0.0
66060417014,乐培氏一次性口罩垫（50片）三层过滤便携独立包装 3D结构贴合面型 适用多种口罩类型 50片,79.00,//item.jd.com/66060417014.html,448,0.96,0.022,0.018
13344623369,3M 7502防毒面具防喷漆化工农药防尘工业粉尘防油烟面罩电焊口罩防有机蒸气酸性气体面罩 7502+2096（防酸性气体）,208.00,//item.jd.com/13344623369.html,620,0.99,0.006,0.004
65529674559,稳和防飞沫成人智能电动口罩主动送风防尘防雾霾PM2.5颗粒95%过滤率密封透气多层过滤 铂金灰成人款,288.00,//item.jd.com/65529674559.html,520,0.97,0.008,0.022
68206748500,致净 一次性口罩夏季薄款二层透气防晒女神单层粉色非独立装 蓝色 二层 50片/包,88.00,//item.jd.com/68206748500.html,72,1.0,0.0,0.0
67016199856,医用外科口罩20只装成人无菌挂耳式防细菌防飞沫传播防御隔离病菌防护专用 20只装,60.00,//item.jd.com/67016199856.html,88,1.0,0.0,0.0
67786291043,KN95口罩25只装成人款 立体折叠五层含熔喷布防护口罩 自吸过滤式防颗粒物呼吸器非一次性医用 KN95成人口罩（25只/一盒）,225.00,//item.jd.com/67786291043.html,401,0.94,0.035,0.025
67125132527,蓓戈 口罩透气女男囗罩口鼻罩的儿童学生一次性黑色防护防尘防花粉口罩 升级海绵口罩 儿童3只（黑/蓝/绿）,12.80,//item.jd.com/67125132527.html,36,1.0,0.0,0.0
68445242463,康普一次性医用口罩透气三层过滤成人医学医护防尘防病菌一次性防护口罩 3  袋口罩【当天发货-10只/袋】,59.40,//item.jd.com/68445242463.html,20,1.0,0.0,0.0
67599990143,一次性医用外科口罩三层防护防飞沫防病菌病毒防尘成人儿童挂耳式 100个,219.00,//item.jd.com/67599990143.html,30,0.87,0.13,0.0
66736474654,口罩一次性大人 儿童 学生防粉尘防飞沫三层无纺布 熔喷布透气50个/盒 中小学生款,79.00,//item.jd.com/66736474654.html,220,0.86,0.14,0.0
68707521022,致净 kf94口罩一次性口罩kn95口罩儿童款成人款柳叶形口罩防花粉尘透气儿童成人防护口罩 韩国kf94【10只装】带呼吸阀,89.00,//item.jd.com/68707521022.html,98,1.0,0.0,0.0
66998685883,顺丰现货直发一次性医用防护口罩三层防飞沫熔喷布鼻罩非外科口罩 蓝色医用—50只盒装【三层防护 中层熔喷布过滤】,87.00,//item.jd.com/66998685883.html,117,0.92,0.08,0.0
66553014738,珍琦 日常用防护儿童口罩 儿童防护口罩 50只/盒 三层防护轻柔舒适现货24小时顺丰发货 1盒（50只装）,249.90,//item.jd.com/66553014738.html,12,0.66,0.0,0.34
65815126440,非一次性口罩男女款非一次性防尘透气面罩雾霾防风可水清洗 口罩黑色10只装,46.90,//item.jd.com/65815126440.html,2004,0.86,0.074,0.066
65508736007,翔艾尔Cheungaier十二星座夜光口罩男女防尘纯棉情侣时尚可水洗黑色口罩 纯黑色,43.00,//item.jd.com/65508736007.html,714,0.95,0.032,0.018
17456048924,儿童口罩纯棉纱布婴幼儿透气秋冬防雾霾防沙尘粉尘透气加厚双面可洗耳小孩防护宝宝口罩 松紧版（女宝宝5条装） 适合(0-5岁),19.80,//item.jd.com/17456048924.html,14988,0.96,0.027,0.013
1525865087,3M防毒套装6502防毒套装硅胶防尘喷漆丙酮甲苯有机蒸气甲醛酸性气体甲胺雾霾口罩 6502半面具配6006七件套,195.00,//item.jd.com/1525865087.html,232,0.97,0.022,0.008
66050460648,三次元 4D纳米口罩成人儿童女性男士多重防护日本进口正品 口罩5片+舒是20.1ml,118.90,//item.jd.com/66050460648.html,470,0.98,0.0,0.02
65470153290,南极人口罩纯棉防尘男女保暖透气潮款个性韩版士黑色秋冬时尚女神 字母,49.00,//item.jd.com/65470153290.html,337,0.96,0.027,0.013
65815126440,非一次性口罩男女款非一次性防尘透气面罩雾霾防风可水清洗 口罩黑色10只装,46.90,//item.jd.com/65815126440.html,2004,0.86,0.074,0.066
65508736007,翔艾尔Cheungaier十二星座夜光口罩男女防尘纯棉情侣时尚可水洗黑色口罩 纯黑色,43.00,//item.jd.com/65508736007.html,714,0.95,0.032,0.018
17456048924,儿童口罩纯棉纱布婴幼儿透气秋冬防雾霾防沙尘粉尘透气加厚双面可洗耳小孩防护宝宝口罩 松紧版（女宝宝5条装） 适合(0-5岁),19.80,//item.jd.com/17456048924.html,14988,0.96,0.027,0.013
1525865087,3M防毒套装6502防毒套装硅胶防尘喷漆丙酮甲苯有机蒸气甲醛酸性气体甲胺雾霾口罩 6502半面具配6006七件套,195.00,//item.jd.com/1525865087.html,232,0.97,0.022,0.008
66050460648,三次元 4D纳米口罩成人儿童女性男士多重防护日本进口正品 口罩5片+舒是20.1ml,118.90,//item.jd.com/66050460648.html,470,0.98,0.0,0.02
65470153290,南极人口罩纯棉防尘男女保暖透气潮款个性韩版士黑色秋冬时尚女神 字母,49.00,//item.jd.com/65470153290.html,337,0.96,0.027,0.013
68427496070,锐盾 儿童一次性口罩 ce认证海外直邮 三层防护N99熔喷布口罩大中小学生宝宝口罩透气幼儿面罩口罩 小熊粉花(200支)小童2-13岁,719.00,//item.jd.com/68427496070.html,180,1.0,0.0,0.0
69072735981,保为康DM95 一次性口罩 防飞沫 骑行 柳絮 灰尘 花粉 现货 三层无纺布 含熔喷布 50只（三层含熔喷）,79.00,//item.jd.com/69072735981.html,0,1.0,0.0,0.0
66581798885,儿童口罩一次性男女小孩通用学生透气防唾沫颗粒物防尘病菌民用1口罩有现货 儿童50个,78.00,//item.jd.com/66581798885.html,408,0.95,0.035,0.015
67690104202,昌齐口罩 口罩外科 10支/袋 24小时发货 一次性口罩现货 10袋装,249.00,//item.jd.com/67690104202.html,26,1.0,0.0,0.0
46164834476,南极人防晒口罩冰丝女夏季薄款透气防紫户外口罩男潮可清洗开鼻易呼吸防风面罩骑行遮脸 冰丝蓝,39.00,//item.jd.com/46164834476.html,455,0.98,0.015,0.005
67310591825,仁和医用口罩 黑色隔离防雾霾面罩可替换过滤芯片独立包装 3只装（口罩3个+滤芯6个+鼻垫3个）,55.90,//item.jd.com/67310591825.html,138,0.96,0.0,0.04
33159375607,南极人防晒口罩遮脸护颈防紫外线男女夏季薄款冰丝防尘透气面罩 经典黑,19.90,//item.jd.com/33159375607.html,385,0.99,0.01,0.0
68894575969,海氏 一次性医用外科口罩 无菌级三层防护医用耳戴式平面型防细菌飞沫传播 【医用外科口罩50只】,168.00,//item.jd.com/68894575969.html,2,1.0,0.0,0.0
67426102909,3-12岁儿童口罩一次性医用口罩医用外科三层无菌型熔喷布小孩口罩学生开学青少年耳戴式 小孩医用口罩100只,312.50,//item.jd.com/67426102909.html,278,1.0,0.0,0.0
65253328965,翔艾尔Cheungaier儿童口罩男童女童卡通小孩口罩PM2.5防尘防异味防雾霾透气送过滤片 可水洗 儿童口罩女童粉色卡通猫咪嘴,25.00,//item.jd.com/65253328965.html,7831,0.96,0.027,0.013
68568641748,3M 防毒面具口罩面罩HF-52 单罐硅胶防尘防毒面具套装 yzl HF-51半面罩主体（无配件）,75.00,//item.jd.com/68568641748.html,1808,0.97,0.009,0.021
68607723017,保为康 3900硅胶防毒面具 喷漆面罩 防毒口罩 活性炭防毒口罩 化工农药喷洒防护 七件套+10片棉+1对滤盒,98.00,//item.jd.com/68607723017.html,81,1.0,0.0,0.0
66267209146,3D儿童口罩韩国Wonder Mask宝宝透气小孩一次性芯体替换 防雾霾PM2.5 KF80 防飞沫 北极熊（1个主体2枚滤芯）,148.00,//item.jd.com/66267209146.html,189,0.96,0.04,0.0
67255292123,弘历 儿童医用口罩3岁-12岁适用+成人医用口罩一次性 成人医用口罩【10个装】,19.80,//item.jd.com/67255292123.html,126,0.95,0.05,0.0
68217837554,致净 一次性口罩50只一层美容院两层夏季薄款透气防晒男女神白色 白一层/50只一袋,69.00,//item.jd.com/68217837554.html,71,0.93,0.07,0.0
67287568233,九洁一次性医用外科口罩喷绒布细菌过滤效率95%10只装平面型口罩 本品1袋10只装,48.00,//item.jd.com/67287568233.html,7,0.5,0.0,0.5
68609870903,锐盾 口罩一次性医用 独立包装 防尘透气家用成人男女轻薄透气防护防花粉通用三层熔喷布 独立包装医用口罩20片装,109.00,//item.jd.com/68609870903.html,53,1.0,0.0,0.0
10466761957,绿荫防雾霾口罩女冬季时尚韩版雾霾口罩男潮款个性pm2.5口罩防尘透气黑色口罩纯棉保暖防寒 清新波点 加厚款,19.80,//item.jd.com/10466761957.html,1590,0.92,0.054,0.026
67617245047,备能 口罩成人款4层一次性防护口罩/儿童款小学生5层口罩蓝熔喷布防飞沫防雾霾颗粒物 春季新款男女通用 成人款-10片/盒,58.00,//item.jd.com/67617245047.html,152,0.95,0.0,0.05
65452798286,防毒面罩口罩防尘半面罩放毒面具甲醛喷漆粉化工气体油漆消防面俱 95过滤棉一片【单拍不发】限20件,2.95,//item.jd.com/65452798286.html,1030,0.92,0.034,0.046
66808824799,弘历 儿童医用口罩 一次性防护熔喷布 防飞沫学生+成人医用口罩 儿童款【20个装】,49.90,//item.jd.com/66808824799.html,326,0.91,0.016,0.074
66816229340,分形 儿童口罩一次性3D防尘透气男童女童小孩学生防飞沫宝宝婴幼儿 【男宝3-10岁】12只装-颜色随机,78.00,//item.jd.com/66816229340.html,118,0.77,0.119,0.111
47973259884,Auberge防尘口罩防雾霾防尘成人儿童口罩3只装透气可水洗防柳絮花粉过敏明星同款 成人款（黑色）3只装 L大码,48.00,//item.jd.com/47973259884.html,217,0.96,0.0,0.04
67971819871,【现货】50/100只一次性医用口罩三层防护透气 外科病毒过滤口罩 两盒【低至1.69元/只】,169.00,//item.jd.com/67971819871.html,18,0.75,0.25,0.0
67617245047,备能 口罩成人款4层一次性防护口罩/儿童款小学生5层口罩蓝熔喷布防飞沫防雾霾颗粒物 春季新款男女通用 成人款-10片/盒,58.00,//item.jd.com/67617245047.html,152,0.95,0.0,0.05
65452798286,防毒面罩口罩防尘半面罩放毒面具甲醛喷漆粉化工气体油漆消防面俱 95过滤棉一片【单拍不发】限20件,2.95,//item.jd.com/65452798286.html,1030,0.92,0.034,0.046
66808824799,弘历 儿童医用口罩 一次性防护熔喷布 防飞沫学生+成人医用口罩 儿童款【20个装】,49.90,//item.jd.com/66808824799.html,326,0.91,0.016,0.074
66816229340,分形 儿童口罩一次性3D防尘透气男童女童小孩学生防飞沫宝宝婴幼儿 【男宝3-10岁】12只装-颜色随机,78.00,//item.jd.com/66816229340.html,118,0.77,0.119,0.111
47973259884,Auberge防尘口罩防雾霾防尘成人儿童口罩3只装透气可水洗防柳絮花粉过敏明星同款 成人款（黑色）3只装 L大码,48.00,//item.jd.com/47973259884.html,217,0.96,0.0,0.04
67971819871,【现货】50/100只一次性医用口罩三层防护透气 外科病毒过滤口罩 两盒【低至1.69元/只】,169.00,//item.jd.com/67971819871.html,18,0.75,0.25,0.0
68388520555,绿洁（LJ）儿童口罩一次性学生三层防护口罩宝宝婴幼儿熔喷层男女小孩口罩 30只儿童款3-12岁（蓝色口罩）,69.00,//item.jd.com/68388520555.html,6,1.0,0.0,0.0
68950313176,泰恩康T&K一次性医用口罩独立包装成人三层含熔喷布无菌舒适挂耳透气薄款【现货急发 医用口罩10只【独立包装,22.90,//item.jd.com/68950313176.html,0,1.0,0.0,0.0
68661305913,天际通医用口罩一次性使用防尘独立包装三层口耳罩成人薄款 10只医用口罩】单只独立包装,24.90,//item.jd.com/68661305913.html,5,1.0,0.0,0.0
66577511074,【现货秒发】KN95级别防护口罩防尘预防雾霾口罩男女通用防花粉防飞沫一次性口罩医过滤用透气无呼吸阀口 KN95口罩（透明袋简装）1个）,15.80,//item.jd.com/66577511074.html,6,1.0,0.0,0.0
68112611158,一次性医用口罩无菌型含熔喷布三层防护阻细菌防飞沫全塑鼻梁条平面型耳挂式蓝色10个装成人男女通用 无菌医用型10只装（10只/袋）,36.00,//item.jd.com/68112611158.html,25,1.0,0.0,0.0
65044027597,翔艾尔Cheungaier十二星座夜光口罩男女防尘纯棉情侣时尚可水洗黑色口罩 gemini,43.00,//item.jd.com/65044027597.html,714,0.95,0.032,0.018
66380962855,康禄防护口罩10只/包采用N95滤材DBH防飞沫雾霾颗粒物 10只/包,55.00,//item.jd.com/66380962855.html,123,0.93,0.0,0.07
67797961094,萨克斯顿（SAXTON）儿童口罩春夏季有呼吸阀门鼻梁条防尘防飞沫防雾霾男女非一次性透气易呼吸 一只装(3-10岁有呼吸阀) 女童色(颜色随机搭配),12.90,//item.jd.com/67797961094.html,39,0.87,0.0,0.13
66425253192,现货一次性口罩防灰尘透气成人男女三层熔喷布组合装防护口罩50只 10只三层加厚（收藏关注送一次性手套）,19.80,//item.jd.com/66425253192.html,147,0.9,0.069,0.031
67587790453,品志 儿童口罩现货男童女童带呼吸阀小孩学生防护幼口耳罩非一次性口罩 3只装 男童3-12岁带呼吸阀蓝色图案随机*3只装,46.40,//item.jd.com/67587790453.html,8,1.0,0.0,0.0
11943801098,3M 防毒面具6200 6002套装防酸性气体实验氯气 硫化氢氯化氢二氧化氯口罩 6200+6002cn七件套,160.00,//item.jd.com/11943801098.html,37,0.96,0.0,0.04
67776868513,独立装】外科口罩一次性外科口罩 【独立装】20只,58.00,//item.jd.com/67776868513.html,22,1.0,0.0,0.0
68252744052,一次性医用外科口罩成人挂耳式无菌防细菌防飞沫传播防御隔离病菌隔离病菌 医用外科20只,58.80,//item.jd.com/68252744052.html,13,1.0,0.0,0.0
